State,District,A.1-total,A.1-rural,A.1-urban,A.2-total,A.2-rural,A.2-urban,A.3-total,A.3-rural,A.3-urban,A.4-total,A.4-rural,A.4-urban,A.5-total,A.5-rural,A.5-urban,A.6-total,A.6-rural,A.6-urban,A.7-total,A.7-rural,A.7-urban,A.8-total,A.8-rural,A.8-urban,A.9-total,A.9-rural,A.9-urban,A.10-total,A.10-rural,A.10-urban,A.11-total,A.11-rural,A.11-urban,A.12-total,A.12-rural,A.12-urban,A.13-total,A.13-rural,A.13-urban,A.14-total,A.14-rural,A.14-urban,A.15-total,A.15-rural,A.15-urban,A.16-total,A.16-rural,A.16-urban,A.17-total,A.17-rural,A.17-urban,A.18-total,A.18-rural,A.18-urban,A.19-total,A.19-rural,A.19-urban,A.20-total,A.20-rural,A.20-urban,A.21-total,A.21-rural,A.21-urban,A.22-total,A.22-nan,A.23-total,A.23-nan,A.24-total,A.24-nan,A.25-total,A.25-nan,B.1-total,B.1-male,B.1-female,B.2-primary,B.2-upper,B.3-primary,B.3-upper,B.4-primary,B.4-upper,B.5-primary,B.5-upper,B.6-primary,B.6-upper,B.7-primary,B.7-upper,B.8-primary,B.8-upper,B.9-primary,B.9-upper,B.10-primary,B.10-upper,B.11-primary,B.11-upper,B.12-primary,B.12-upper,B.13-primary,B.13-upper,C.1-total,C.1-rural,C.1-urban,C.2-total,C.2-rural,C.2-urban,C.3-ptotal,C.3-ntotal,C.3-prural,C.3-nrural,C.3-purban,C.3-nurban,C.4-ptotal,C.4-ntotal,C.4-prural,C.4-nrural,C.4-purban,C.4-nurban,C.5-ptotal,C.5-ntotal,C.5-prural,C.5-nrural,C.5-purban,C.5-nurban,D.1-total,D.1-rural,D.1-urban,D.2-total,D.2-rural,D.2-urban,D.3-ptotal,D.3-ntotal,D.3-prural,D.3-nrural,D.3-purban,D.3-nurban,D.4-ptotal,D.4-ntotal,D.4-prural,D.4-nrural,D.4-purban,D.4-nurban,D.5-ptotal,D.5-ntotal,D.5-prural,D.5-nrural,D.5-purban,D.5-nurban,E.1-total,E.1-rural,E.1-urban,E.2-total,E.2-rural,E.2-urban,E.3-total,E.3-rural,E.3-urban
Arunachal Pradesh.xlsx,4. East Kameng,1029,1045,980,9.1,10.6,Not available,4.4,4.4,Not available,44.5,40.5,Not available,38.7,34.7,Not available,34.4,38.9,Not available,34.1,24,Not available,2.2,3.1,Not available,18.2,11.4,Not available,16.8,17.9,Not available,7.1,7.6,Not available,40.7,36.4,Not available,1.6,1.6,Not available,40.9,43.4,Not available,5.3,6.1,Not available,37.6,38.8,Not available,1.8,1.8,Not available,19.8,19.5,Not available,24.6,25.1,Not available,26.5,31.4,Not available,27.8,27.5,Not available,58.3,Not applicable,58.3,Not applicable,14.3,Not applicable,1,Not applicable,60.02,68.65,51.69,106.8,63.5,100,59.9,21.4,5.26,17,14,10,38,49.6,100,31.8,33.3,54,100,98.1,100,46.6,0,57.9,100,9.6,75,46.2,26.4,Not available,14610,11078,3532,36.39972621492129,5318,16.717819100920746,1852,98.13137032842583,3466,5.15400410677618,753,6.761148221700668,749,0.11325028312570783,4,37.20739219712526,5436,49.052175482939155,5434,0.05662514156285391,2,96,95.1,Not available,14610,11078,3532,19.43189596167009,2839,10.35385448636938,1147,47.90486976217441,1692,10.23956194387406,1496,3.719082866943492,412,30.690826727066817,1084,9.014373716632445,1317,6.4542336161762055,715,17.044167610419024,602,1.79,0.92,4.53,23.12,13.81,52.32,0.39,0.12,1.25
Arunachal Pradesh.xlsx,5. East Siang,980,980,978,0.6,0.7,Not available,3.6,3.8,Not available,55.3,56.7,Not available,50,49.8,Not available,31,29.5,Not available,50.2,43.8,Not available,2.1,1,Not available,41.5,30,Not available,16.9,15.7,Not available,7.3,8.7,Not available,59.8,57.7,Not available,3.4,4.1,Not available,63.6,67.4,Not available,2.8,3.4,Not available,63.4,60,Not available,3.5,3.4,Not available,22.1,22.3,Not available,25.2,25.4,Not available,10.8,11,Not available,22.7,20.3,Not available,68.9,Not applicable,82.7,Not applicable,66.7,Not applicable,1,Not applicable,"72.54
",`78.47,"66.49
",144.1,126.2,100,96.8,15.1,9.3,11,12,8,25,48.8,100,28.2,67.2,54.5,100,100,100,100,0,97.7,100,13.1,100,96.2,96.5,Not available,19095,12904,6191,74.5273631840796,14231,66.24302541847489,8548,91.79454046196092,5683,1.691542288557214,323,2.4876007439553627,321,0.032304958811177516,2,0.27755957056821157,53,0.402975821450713,52,0.016152479405588758,1,94,94,Not available,19095,12904,6191,39.29824561403509,7504,28.495040297582147,3677,61.81553868518817,3827,14.668761455878501,2801,9.857408555486671,1272,24.69714101114521,1529,15.988478659334904,3053,10.593614383137012,1367,27.233080277822648,1686,4.94,3.39,8.16,55.29,48.88,68.63,2.36,1.56,4.02
Arunachal Pradesh.xlsx,6. Kurung Kumey,"1,032
","1,036
",882,4.2,4.2,Not available,4.1,4.1,Not available,34.1,34.1,Not available,29.7,29.7,Not available,40.4,40.4,Not available,31.8,31.8,Not available,4.2,4.2,Not available,52.2,52.2,Not available,16.2,16.2,Not available,6.4,6.4,Not available,74.4,74.4,Not available,9.5,9.5,Not available,49.6,49.6,Not available,4.4,4.4,Not available,51.9,51.9,Not available,3.3,3.3,Not available,20.4,20.4,Not available,24.3,24.3,Not available,11.9,11.9,Not available,19.6,19.6,Not available,57.1,Not applicable,50,Not applicable,100,Not applicable,1,Not applicable,48.75,55.12,"42.64
",117.8,72.4,88.8,49.6,20.6,12.38,21,13,12,28,48.8,100,28.5,38.9,75.8,100,42.8,100,10.5,0,58.2,100,7,50,85.5,85.5,,15962,15417,545,24.501942112517227,3911,22.137899721087113,3413,91.37614678899084,498,5.4441799273274025,869,5.6366348835700855,869,0,0,55.45670968550307,8852,57.410650580527985,8851,0.1834862385321101,1,84.2,84.2,Not available,15962,15417,545,10.575115900263125,1688,9.89167801777259,1525,29.908256880733948,163,3.45821325648415,552,2.795615229940974,431,22.201834862385322,121,7.05425385290064,1126,7.037685671661153,1085,7.522935779816514,41,0.98,0.88,3.85,18.72,16.75,74.5,0.6,0.43,5.32
Arunachal Pradesh.xlsx,7. Lohit,"912
","921
","882
",5.3,4.7,Not available,4.1,4.4,Not available,43.7,43.3,Not available,42,41.7,Not available,36.7,36.1,Not available,44.9,39.5,Not available,6.4,6.9,Not available,43,40.6,Not available,30.3,31.2,Not available,8.2,7.7,Not available,88.7,89.1,Not available,20.2,20.2,Not available,87.6,86.8,Not available,21.2,23.8,Not available,87.2,86.5,Not available,19.8,21.2,Not available,20.8,21.1,Not available,24.5,24.1,Not available,23.8,20.8,Not available,18.8,21.3,Not available,51.6,Not applicable,71,Not applicable,100,Not applicable,1,Not applicable,68.18,"75.52
",60.04,101.3,89.8,99.2,84,5.6,3.8,17,14,13,27,47.9,100,50.5,76.5,73,100,46.6,100,42.7,0,51.5,100,15.2,100,72.8,66.3,Not available,29407,22412,6995,58.34325160676029,17157,49.00945921827592,10984,88.24874910650465,6173,0.13602203556976228,40,0.16955202570051758,38,0.028591851322373123,2,2.5096065562621144,738,2.8377654827770837,636,1.4581844174410294,102,94.3,92.9,Not available,29407,22412,6995,55.650015302479005,16365,49.88399071925754,11180,74.12437455325232,5185,2.36338286802462,695,1.2671782973407102,284,5.8756254467476765,411,13.966062502125345,4107,6.518829198643584,1461,37.82701929949964,2646,2.56,1.95,4.52,39.1,31.39,63.82,1.06,0.37,3.26
Arunachal Pradesh.xlsx,8. Lower Dibang Valley,928,941,"878
",1.6,1.9,Not available,3.4,3.5,Not available,51.7,51.7,Not available,40.1,40.1,Not available,31.4,31.4,Not available,60.3,60.3,Not available,2.6,2.6,Not available,64.9,62.8,Not available,12.1,11.8,Not available,3.4,3,Not available,85.8,86.3,Not available,3.5,3.9,Not available,84,82.7,Not available,5,6.1,Not available,77.7,75,Not available,5.6,4.8,Not available,21.6,21.9,Not available,24.1,24.3,Not available,20,20,Not available,15.1,15.1,Not available,48.4,Not applicable,64.5,Not applicable,75,Not applicable,1,Not applicable,69.13,75.55,62.19,138.2,93,100,67.8,13.7,11.36,13,4,11,11,50.1,100,50.6,55.6,83.9,100,100,100,75.3,0,94.5,100,26,0,69.8,69.8,Not available,10883,8626,2257,54.50702931177065,5932,43.32251333178762,3737,97.25299069561365,2195,11.237710190204906,1223,14.166473452353351,1222,0.044306601683650866,1,3.1241385647339888,340,3.918386274055182,338,0.08861320336730173,2,96.2,95.6,Not available,10883,8626,2257,49.76568960764495,5416,42.441456063065154,3661,77.75808595480727,1755,7.415234769824497,807,8.19615117087874,707,4.430660168365087,100,29.853900578884502,3249,18.479016925573845,1594,73.32742578644218,1655,1.99,1.99,1.99,53.33,48.42,72.09,1.9,1.28,4.3
Arunachal Pradesh.xlsx,9. Lower Subansiri,984,"980
",1006,3.2,3.7,Not available,4.3,4.3,Not available,57.8,58.8,Not available,50.9,51.2,Not available,18.9,19.3,Not available,65.9,61.6,Not available,4.3,4.7,Not available,68.5,64.5,Not available,19.9,19.3,Not available,11.6,11.1,Not available,57.1,60.6,Not available,1.6,1.8,Not available,46.6,49.3,Not available,1.8,2.2,Not available,45.4,45.5,Not available,1.3,1.4,Not available,22,21.8,Not available,24.5,24.5,Not available,7.4,9.2,Not available,15.6,15.7,Not available,61.7,Not applicable,70.6,Not applicable,75,Not applicable,1,Not applicable,74.35,80.53,68.08,175,103.3,100,80.3,18.4,5.11,17,13,11,33,48.8,100,39.8,87.5,87.6,100,100,100,8.9,0,62.5,100,7.7,100,99.3,99.1,Not available,15134,12066,3068,82.54922690630369,12493,78.31924415713574,9450,99.1851368970013,3043,0.11232985331042686,17,0.14089176197579978,17,0,0,7.797013347429628,1180,9.779545831261395,1180,0,0,97.1,96.6,Not available,15134,12066,3068,51.539579754195856,7800,42.88910989557434,5175,85.5606258148631,2625,15.89797806264041,2406,9.895574341123819,1194,39.50456323337679,1212,34.128452491079685,5165,31.15365489806067,3759,45.827900912646676,1406,3.34,3.28,3.55,49.09,45.43,63.46,2.52,1.99,4.6
Arunachal Pradesh.xlsx,10. Papum Pare,980,"993
","969
",4.2,5.4,Not available,3.5,3.7,Not available,49.3,49.6,Not available,43.3,43.7,Not available,32.1,33.6,Not available,74.1,62.1,Not available,0.9,0.6,Not available,65.5,61.1,Not available,16.1,13.3,Not available,9.5,8,Not available,66.4,75.4,Not available,2.8,5.3,Not available,67,63.3,Not available,2.8,2.5,Not available,62.3,58.1,Not available,3.8,3.4,Not available,21.5,20.3,Not available,24.1,23.9,Not available,15.6,22.2,Not available,25.9,31.4,Not available,77.8,Not applicable,88.9,Not applicable,0,Not applicable,1,Not applicable,79.95,86.06,73.72,169.2,121.1,100,93.1,24.3,11.05,16,19,12,42,50.1,100,51.4,53.8,87.6,100,27.3,100,45.9,0,49.5,100,13.6,50,98.4,97.3,Not available,33476,13537,19939,91.2265503644402,30539,81.51732289281229,11035,97.81834595516324,19504,0.4480822081491217,150,0.9455566225899387,128,0.1103365264055369,22,2.3180786234914565,776,5.414789096550196,733,0.21565775615627666,43,91.2,84.4,Not available,33476,13537,19939,59.063209463496236,19772,42.26933589421586,5722,70.46491799989968,14050,43.006930338152706,14397,18.674743296151288,2528,59.526555995787156,11869,9.648703548811088,3230,14.641353327916082,1982,6.25909022518682,1248,4.17,3.07,4.93,68.19,56.22,76.32,7.4,3.79,9.85
Arunachal Pradesh.xlsx,11. Tawang,714,865,340,2,1.7,Not available,3.3,3.4,Not available,47.1,46.4,Not available,43.9,43.4,Not available,31.7,31.4,Not available,37,33.5,Not available,4.2,4.5,Not available,56.9,56.7,Not available,15.2,15.1,Not available,9.3,9.5,Not available,36.2,36,Not available,3.6,3.2,Not available,36.7,38.3,Not available,1.4,1.7,Not available,36.2,37.1,Not available,0.9,1,Not available,23,23.1,Not available,24.8,24.6,Not available,3.1,1.8,Not available,8.1,7.7,Not available,60,Not applicable,42.8,Not applicable,100,Not applicable,1,Not applicable,59,67.54,46.53,105.3,72.4,79.2,51.7,9.2,7.15,7,0,4,0,56.9,0,46.5,0,62.8,0,59.8,0,65.9,0,64.8,0,33,0,97.9,97.6,Not available,9477,7891,1586,91.1153318560726,8635,89.38030667849449,7053,99.74779319041615,1582,1.2556716260419964,119,1.5080471423140287,119,0,0,0.4748338081671415,45,0.5702699277658091,45,0,0,95,94.3,Not available,9477,7891,1586,40.160388308536454,3806,28.995057660626028,2288,95.7124842370744,1518,30.14667088741163,2857,17.45025978963376,1377,93.31651954602775,1480,9.834335760261686,932,11.329362564947408,894,2.3959646910466583,38,8.14,8.41,6.75,24.37,19.31,49.56,1.01,0.61,3.03
Arunachal Pradesh.xlsx,12. Tirap,"944
","974
","822
",1.4,0.8,Not available,4.1,4.3,Not available,45.3,41.6,Not available,42.8,39.1,Not available,34.2,37,Not available,29.9,21.9,Not available,6.4,5.7,Not available,33.3,29.3,Not available,31.3,30,Not available,11.4,11.1,Not available,62.7,58.3,Not available,3,3.5,Not available,64,63.6,Not available,3.9,4.5,Not available,61.5,58.3,Not available,4.6,4.8,Not available,21.9,21.9,Not available,24.9,25.1,Not available,2.5,2.8,Not available,13,12.4,Not available,45.4,Not applicable,60.6,Not applicable,100,Not applicable,1,Not applicable,52.19,"61.87
","41.89
",111.2,82.2,94.1,49.4,8.5,3.37,25,11,16,23,49.6,100,45.2,62.2,40.8,100,100,100,8.4,0,71,75,14.8,75,79,74.7,Not available,19485,15458,4027,82.24788298691301,16026,78.45128735929616,12127,96.82145517755153,3899,0.30792917628945343,60,0.37521024712123174,58,0.04966476285075739,2,5.1270207852194,999,6.346228490102213,981,0.4469828656568165,18,58.2,52.6,Not available,19485,15458,4027,25.604311008468052,4989,16.121102341829474,2492,62.0064564191706,2497,11.147036181678214,2172,6.837883296674861,1057,27.688105289297244,1115,11.649987169617654,2270,8.901539655841635,1376,22.20014899428855,894,0.84,0.54,1.96,33.68,25.34,65.71,0.5,0.17,1.79
Arunachal Pradesh.xlsx,13. Upper Siang,889,877,944,3,3,Not available,3.4,3.4,Not available,41.7,41.7,Not available,39.8,39.8,Not available,43.6,43.6,Not available,30.1,30.1,Not available,4.4,4.4,Not available,29.1,29.1,Not available,8.7,8.7,Not available,2.3,2.3,Not available,64.3,64.3,Not available,0,0,Not available,61.9,61.9,Not available,3.6,3.6,Not available,51.9,51.9,Not available,1.9,1.9,Not available,22.4,22.4,Not available,25.9,25.9,Not available,24,24,Not available,5,5,Not available,63.6,Not applicable,45.4,Not applicable,100,Not applicable,1,Not applicable,59.99,66.45,"52.63
",137.2,110.2,100,100,16.6,11.33,12,9,9,16,50.9,96.2,22,39,39.1,83.3,96,100,9.2,0,96.1,100,31.6,100,80,80,Not available,7186,5652,1534,86.2510436960757,6198,83.01486199575372,4692,98.17470664928291,1506,6.498747564709157,467,8.191790516631281,463,0.2607561929595828,4,1.544670192040078,111,1.8223637650389244,103,0.5215123859191656,8,96.3,96.3,Not available,7186,5652,1534,35.30475925410521,2537,24.964614295824486,1411,73.40286831812256,1126,22.73865850264403,1634,18.50672328379335,1046,38.33116036505867,588,12.552184803785138,902,6.457891012031139,365,35.00651890482399,537,1.38,0.74,3.72,40.22,34.47,61.41,1.35,0.3,5.22
Arunachal Pradesh.xlsx,14. Upper Subansiri,998,1010,938,6.5,7,Not available,4.4,4.4,Not available,47.3,47,Not available,42.6,42.8,Not available,31.4,30.8,Not available,43.3,34.9,Not available,0.6,0.7,Not available,58,54.2,Not available,18.4,18.3,Not available,7.4,7.8,Not available,57.1,60.1,Not available,0.5,0.7,Not available,55.1,55.1,Not available,0,0,Not available,47.5,48.6,Not available,0.8,0.8,Not available,19.3,19.2,Not available,23.6,23.2,Not available,23,26.5,Not available,30.8,34.2,Not available,65.6,Not applicable,56.2,Not applicable,71.4,Not applicable,1,Not applicable,63.8,70.02,57.59,166.9,103.7,100,85.5,20.4,12.42,24,14,12,30,47.5,100,31.6,53.5,37.9,100,19.3,100,10.2,0,90.4,80,9,80,80.2,76,Not available,15541,12952,2589,34.57306479634516,5373,21.672328597899938,2807,99.11162611046737,2566,4.478476288527122,696,5.358245830759728,694,0.0772499034376207,2,26.838684769319865,4171,32.20352069178505,4171,0,0,85.3,82.3,Not available,15541,12952,2589,24.753876841902063,3847,15.101914762198888,1956,73.03978370027038,1891,11.974776397915193,1861,3.350833848054355,434,55.11780610274237,1427,12.734058297406857,1979,11.697035206917851,1515,17.921977597528002,464,3.06,2.01,8.3,16.53,9.32,52.61,0.89,0.36,3.55
Arunachal Pradesh.xlsx,15. West Kameng,819,"
799
",909,6,7.4,Not available,3.5,3.8,Not available,55.4,54.3,Not available,49,47.8,Not available,27.3,27.8,Not available,49.3,43.6,Not available,2.4,2.6,Not available,61.8,59,Not available,21.1,23.6,Not available,9.2,9.9,Not available,66.9,80.5,Not available,3.2,3.4,Not available,52.8,54.3,Not available,3.1,3.9,Not available,48.4,50.5,Not available,1.1,1.4,Not available,21.2,21.1,Not available,24.2,24.5,Not available,11.3,13.2,Not available,21.8,22.3,Not available,71,Not applicable,71,Not applicable,100,Not applicable,1,Not applicable,67.07,"73.45
",59.05,124.6,87.7,99,62.9,6.1,1.77,11,0,7,0,52.3,0,50,0,40.3,0,80.9,0,62.2,0,81.6,0,23.5,0,95.4,94.4,Not available,16405,12542,3863,86.48582749161841,14188,83.02503587944507,10413,97.7219777375097,3775,0.5059433099664736,83,0.645830011162494,81,0.05177323323841575,2,2.706491923194148,444,3.412533886142561,428,0.414185865907326,16,94.9,94.3,Not available,16405,12542,3863,42.07253886010363,6902,34.65954393238718,4347,66.14030546207611,2555,30.143249009448336,4945,23.425291022165524,2938,51.954439554750195,2007,11.868332825358124,1947,11.154520810078138,1399,14.185865907325912,548,2.65,2.98,1.55,40.48,31.31,70.26,1.23,0.6,3.29
Arunachal Pradesh.xlsx,16. West Siang,930,954,"852
",4,3.1,Not available,3.8,3.9,Not available,61.3,61.3,Not available,55.2,55.6,Not available,24.8,25.7,Not available,58.6,48.6,Not available,0.7,0.9,Not available,50,46.7,Not available,17.2,17.6,Not available,11.1,11.8,Not available,73.3,73.6,Not available,10.5,10.8,Not available,68.7,67.1,Not available,7.1,8.2,Not available,62.2,61.8,Not available,4.3,5.2,Not available,23,23.1,Not available,25.7,26,Not available,6.5,4.9,Not available,18.5,16.8,Not available,66.7,Not applicable,70,Not applicable,25,Not applicable,1,Not applicable,66.46,72.81,59.63,158.8,107.4,100,100,12.3,8.02,12,18,7,30,50.5,100,34.5,50,28.6,100,42.1,100,41.1,0,71,100,15,50,94.7,93.7,Not available,20474,15387,5087,69.37579368955748,14204,59.60876064210048,9172,98.91881265972086,5032,6.5693074142815275,1345,8.734646129849873,1344,0.019657951641438964,1,11.756373937677052,2407,15.636576330668747,2406,0.019657951641438964,1,96.5,96.3,Not available,20474,15387,5087,47.303897626257694,9685,37.42119971404432,5758,77.1967760959308,3927,13.504933085865002,2765,12.159615259634757,1871,17.574208767446432,894,31.71339259548696,6493,24.702671085981674,3801,52.91920581875369,2692,4.24,3.63,6.11,37.73,30.62,59.23,1.48,0.62,4.07
Arunachal Pradesh.xlsx,17. Longding,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,66.46,72.81,59.63,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Assam.xlsx,1. Baksa,974,974,942,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,69.25,77.03,61.27,111.7,93.6,100,79.8,7.6,7.07,26,13,25,25,50.9,53.5,22.6,16.4,4.9,0.5,76.5,61.3,64.1,54.3,85.3,89.3,3.4,16.7,Not available,Not available,Not available,190667,188191,2476,23.299784440936293,44425,22.734881051697478,42785,66.23586429725363,1640,0.5333906758904268,1017,0.5398770398159317,1016,0.04038772213247173,1,0.3073421200312587,586,0.31085439792551184,585,0.04038772213247173,1,Not available,Not available,Not available,190667,188191,2476,56.32280363146218,107389,55.883650121419194,105168,89.70113085621972,2221,0.6650338023884573,1268,0.6472147977320913,1218,2.0193861066235863,50,0.1751745189256662,334,0.17588513797152894,331,0.12116316639741519,3,1.99,1.99,1.62,41.79,41.54,60.38,0.62,0.6,1.53
